NAME,topic,group,geography,label,estimate,pct,reliable,estimate_reliable,pct_reliable
"Congressional District 12 (116th Congress), Georgia",cvap,NHPI Alone,district,CVAP,665,0.526,YES,665,0.526
"Congressional District 13 (116th Congress), Georgia",cvap,Asian American Alone,district,CVAP,19725,0.592,YES,19725,0.592
"Congressional District 13 (116th Congress), Georgia",cvap,NHPI Alone,district,CVAP,70,0.714,NO,,
"Congressional District 14 (116th Congress), Georgia",cvap,Asian American Alone,district,CVAP,7325,0.51,YES,7325,0.51
"Congressional District 14 (116th Congress), Georgia",cvap,NHPI Alone,district,CVAP,130,1,NO,,
"Congressional District 1 (116th Congress), Hawaii",cvap,Asian American Alone,district,CVAP,346405,0.733,YES,346405,0.733
"Congressional District 1 (116th Congress), Hawaii",cvap,NHPI Alone,district,CVAP,53015,0.562,YES,53015,0.562
"Congressional District 2 (116th Congress), Hawaii",cvap,Asian American Alone,district,CVAP,177705,0.733,YES,177705,0.733
"Congressional District 2 (116th Congress), Hawaii",cvap,NHPI Alone,district,CVAP,79800,0.658,YES,79800,0.658
"Congressional District 1 (116th Congress), Idaho",cvap,Asian American Alone,district,CVAP,11400,0.543,YES,11400,0.543
"Congressional District 1 (116th Congress), Idaho",cvap,NHPI Alone,district,CVAP,1385,0.675,YES,1385,0.675
"Congressional District 2 (116th Congress), Idaho",cvap,Asian American Alone,district,CVAP,11780,0.475,YES,11780,0.475
"Congressional District 2 (116th Congress), Idaho",cvap,NHPI Alone,district,CVAP,965,0.596,YES,965,0.596
"Congressional District 1 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,13665,0.501,YES,13665,0.501
"Congressional District 1 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,55,1,NO,,
"Congressional District 2 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,5415,0.586,YES,5415,0.586
"Congressional District 2 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,75,0.867,NO,,
"Congressional District 3 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,31830,0.552,YES,31830,0.552
"Congressional District 3 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,60,1,NO,,
"Congressional District 4 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,25065,0.633,YES,25065,0.633
"Congressional District 4 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,145,1,NO,,
"Congressional District 5 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,54180,0.64,YES,54180,0.64
"Congressional District 5 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,145,0.793,NO,,
"Congressional District 6 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,70125,0.571,YES,70125,0.571
"Congressional District 6 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,95,0.737,NO,,
"Congressional District 7 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,54150,0.529,YES,54150,0.529
"Congressional District 7 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,80,0.75,NO,,
"Congressional District 8 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,97280,0.517,YES,97280,0.517
"Congressional District 8 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,595,0.723,YES,595,0.723
"Congressional District 9 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,94330,0.562,YES,94330,0.562
"Congressional District 9 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,305,0.541,NO,,
"Congressional District 10 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,77535,0.495,YES,77535,0.495
"Congressional District 10 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,320,0.797,YES,320,0.797
"Congressional District 11 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,56615,0.51,YES,56615,0.51
"Congressional District 11 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,155,0.161,NO,,
"Congressional District 12 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,8480,0.495,YES,8480,0.495
"Congressional District 12 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,90,1,NO,,
"Congressional District 13 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,27965,0.387,YES,27965,0.387
"Congressional District 13 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,280,0.893,NO,,
"Congressional District 14 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,32335,0.567,YES,32335,0.567
"Congressional District 14 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,145,0.724,NO,,
"Congressional District 15 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,5125,0.513,YES,5125,0.513
"Congressional District 15 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,225,0.822,NO,,
"Congressional District 16 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,10795,0.498,YES,10795,0.498
"Congressional District 16 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,175,0.657,NO,,
"Congressional District 17 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,9380,0.388,YES,9380,0.388
"Congressional District 17 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,150,0.567,YES,150,0.567
"Congressional District 18 (116th Congress), Illinois",cvap,Asian American Alone,district,CVAP,19625,0.347,YES,19625,0.347
"Congressional District 18 (116th Congress), Illinois",cvap,NHPI Alone,district,CVAP,135,0.778,NO,,
"Congressional District 1 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,9285,0.531,YES,9285,0.531
"Congressional District 1 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,230,0.935,NO,,
"Congressional District 2 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,9290,0.459,YES,9290,0.459
"Congressional District 2 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,360,0.708,YES,360,0.708
"Congressional District 3 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,16290,0.391,YES,16290,0.391
"Congressional District 3 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,200,0.6,YES,200,0.6
"Congressional District 4 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,23175,0.318,YES,23175,0.318
"Congressional District 4 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,160,1,YES,160,1
"Congressional District 5 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,27275,0.449,YES,27275,0.449
"Congressional District 5 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,245,0.898,NO,,
"Congressional District 6 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,11140,0.264,YES,11140,0.264
"Congressional District 6 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,170,0.647,YES,170,0.647
"Congressional District 7 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,23720,0.304,YES,23720,0.304
"Congressional District 7 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,215,0.651,NO,,
"Congressional District 8 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,7480,0.481,YES,7480,0.481
"Congressional District 8 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,545,0.477,NO,,
"Congressional District 9 (116th Congress), Indiana",cvap,Asian American Alone,district,CVAP,18035,0.382,YES,18035,0.382
"Congressional District 9 (116th Congress), Indiana",cvap,NHPI Alone,district,CVAP,75,0.733,NO,,
"Congressional District 1 (116th Congress), Iowa",cvap,Asian American Alone,district,CVAP,13025,0.398,YES,13025,0.398
"Congressional District 1 (116th Congress), Iowa",cvap,NHPI Alone,district,CVAP,1185,0.295,YES,1185,0.295
"Congressional District 2 (116th Congress), Iowa",cvap,Asian American Alone,district,CVAP,19095,0.353,YES,19095,0.353
"Congressional District 2 (116th Congress), Iowa",cvap,NHPI Alone,district,CVAP,415,0.699,YES,415,0.699
"Congressional District 3 (116th Congress), Iowa",cvap,Asian American Alone,district,CVAP,26655,0.395,YES,26655,0.395
"Congressional District 3 (116th Congress), Iowa",cvap,NHPI Alone,district,CVAP,645,0.566,YES,645,0.566
"Congressional District 4 (116th Congress), Iowa",cvap,Asian American Alone,district,CVAP,16480,0.361,YES,16480,0.361
"Congressional District 4 (116th Congress), Iowa",cvap,NHPI Alone,district,CVAP,615,0.52,YES,615,0.52
"Congressional District 1 (116th Congress), Kansas",cvap,Asian American Alone,district,CVAP,11590,0.435,YES,11590,0.435
"Congressional District 1 (116th Congress), Kansas",cvap,NHPI Alone,district,CVAP,755,0.636,YES,755,0.636
"Congressional District 2 (116th Congress), Kansas",cvap,Asian American Alone,district,CVAP,12105,0.402,YES,12105,0.402
"Congressional District 2 (116th Congress), Kansas",cvap,NHPI Alone,district,CVAP,255,0.549,NO,,
"Congressional District 3 (116th Congress), Kansas",cvap,Asian American Alone,district,CVAP,35930,0.425,YES,35930,0.425
"Congressional District 3 (116th Congress), Kansas",cvap,NHPI Alone,district,CVAP,530,0.292,YES,530,0.292
"Congressional District 4 (116th Congress), Kansas",cvap,Asian American Alone,district,CVAP,23895,0.543,YES,23895,0.543
"Congressional District 4 (116th Congress), Kansas",cvap,NHPI Alone,district,CVAP,290,1,YES,290,1
"Congressional District 1 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,4380,0.474,YES,4380,0.474
"Congressional District 1 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,590,0.619,YES,590,0.619
"Congressional District 2 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,10940,0.371,YES,10940,0.371
"Congressional District 2 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,815,0.448,YES,815,0.448
"Congressional District 3 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,20715,0.445,YES,20715,0.445
"Congressional District 3 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,380,0.355,YES,380,0.355
"Congressional District 4 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,8845,0.461,YES,8845,0.461
"Congressional District 4 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,185,0.486,NO,,
"Congressional District 5 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,2860,0.372,YES,2860,0.372
"Congressional District 5 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,165,0.848,NO,,
"Congressional District 6 (116th Congress), Kentucky",cvap,Asian American Alone,district,CVAP,15250,0.366,YES,15250,0.366
"Congressional District 6 (116th Congress), Kentucky",cvap,NHPI Alone,district,CVAP,240,0.812,YES,240,0.812
"Congressional District 1 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,18760,0.512,YES,18760,0.512
"Congressional District 1 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,205,0.585,NO,,
"Congressional District 2 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,19700,0.557,YES,19700,0.557
"Congressional District 2 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,60,0.583,NO,,
"Congressional District 3 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,11990,0.457,YES,11990,0.457
"Congressional District 3 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,25,0.6,NO,,
"Congressional District 4 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,7320,0.523,YES,7320,0.523
"Congressional District 4 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,545,0.734,YES,545,0.734
"Congressional District 5 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,5425,0.469,YES,5425,0.469
"Congressional District 5 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,145,0.724,NO,,
"Congressional District 6 (116th Congress), Louisiana",cvap,Asian American Alone,district,CVAP,16825,0.524,YES,16825,0.524
"Congressional District 6 (116th Congress), Louisiana",cvap,NHPI Alone,district,CVAP,185,0.73,YES,185,0.73
"Congressional District 1 (116th Congress), Maine",cvap,Asian American Alone,district,CVAP,10445,0.563,YES,10445,0.563
"Congressional District 1 (116th Congress), Maine",cvap,NHPI Alone,district,CVAP,85,0.765,NO,,
"Congressional District 2 (116th Congress), Maine",cvap,Asian American Alone,district,CVAP,4490,0.476,YES,4490,0.476
"Congressional District 2 (116th Congress), Maine",cvap,NHPI Alone,district,CVAP,170,0.5,NO,,
"Congressional District 1 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,16370,0.563,YES,16370,0.563
"Congressional District 1 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,110,0.591,NO,,
"Congressional District 2 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,40310,0.529,YES,40310,0.529
"Congressional District 2 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,245,0.449,NO,,
"Congressional District 3 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,56375,0.564,YES,56375,0.564
"Congressional District 3 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,425,0.941,YES,425,0.941
"Congressional District 4 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,22885,0.591,YES,22885,0.591
"Congressional District 4 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,200,0.95,YES,200,0.95
"Congressional District 5 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,31600,0.584,YES,31600,0.584
"Congressional District 5 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,225,0.867,YES,225,0.867
"Congressional District 6 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,84515,0.55,YES,84515,0.55
"Congressional District 6 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,425,0.706,YES,425,0.706
"Congressional District 7 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,53980,0.493,YES,53980,0.493
"Congressional District 7 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,345,0.725,YES,345,0.725
"Congressional District 8 (116th Congress), Maryland",cvap,Asian American Alone,district,CVAP,71185,0.595,YES,71185,0.595
"Congressional District 8 (116th Congress), Maryland",cvap,NHPI Alone,district,CVAP,360,0.528,YES,360,0.528
"Congressional District 1 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,15435,0.535,YES,15435,0.535
"Congressional District 1 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,105,0.714,NO,,
"Congressional District 2 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,42130,0.47,YES,42130,0.47
"Congressional District 2 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,340,0.471,YES,340,0.471
"Congressional District 3 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,63525,0.518,YES,63525,0.518
"Congressional District 3 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,85,1,NO,,
"Congressional District 4 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,47110,0.494,YES,47110,0.494
"Congressional District 4 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,200,0.975,NO,,
"Congressional District 5 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,90445,0.435,YES,90445,0.435
"Congressional District 5 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,125,0.72,NO,,
"Congressional District 6 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,32970,0.53,YES,32970,0.53
"Congressional District 6 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,145,1,NO,,
"Congressional District 7 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,82115,0.517,YES,82115,0.517
"Congressional District 7 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,315,0.762,YES,315,0.762
"Congressional District 8 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,63300,0.515,YES,63300,0.515
"Congressional District 8 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,515,0.417,YES,515,0.417
"Congressional District 9 (116th Congress), Massachusetts",cvap,Asian American Alone,district,CVAP,10935,0.575,YES,10935,0.575
"Congressional District 9 (116th Congress), Massachusetts",cvap,NHPI Alone,district,CVAP,250,0.74,NO,,
"Congressional District 1 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,4785,0.459,YES,4785,0.459
"Congressional District 1 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,310,0.597,YES,310,0.597
"Congressional District 2 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,16945,0.495,YES,16945,0.495
"Congressional District 2 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,105,0.905,NO,,
"Congressional District 3 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,15365,0.43,YES,15365,0.43
"Congressional District 3 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,100,0.65,NO,,
"Congressional District 4 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,7175,0.401,YES,7175,0.401
"Congressional District 4 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,140,0.821,YES,140,0.821
"Congressional District 5 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,6460,0.587,YES,6460,0.587
"Congressional District 5 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,65,0.769,NO,,
"Congressional District 6 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,11550,0.477,YES,11550,0.477
"Congressional District 6 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,175,0.657,NO,,
"Congressional District 7 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,7085,0.452,YES,7085,0.452
"Congressional District 7 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,130,0.808,NO,,
"Congressional District 8 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,34325,0.408,YES,34325,0.408
"Congressional District 8 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,220,0.523,NO,,
"Congressional District 9 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,31820,0.538,YES,31820,0.538
"Congressional District 9 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,370,0.622,NO,,
"Congressional District 10 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,12295,0.563,YES,12295,0.563
"Congressional District 10 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,130,0.577,NO,,
"Congressional District 11 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,74470,0.404,YES,74470,0.404
"Congressional District 11 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,145,1,NO,,
"Congressional District 12 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,40125,0.467,YES,40125,0.467
"Congressional District 12 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,175,1,YES,175,1
"Congressional District 13 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,9685,0.423,YES,9685,0.423
"Congressional District 13 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,260,0.654,YES,260,0.654
"Congressional District 14 (116th Congress), Michigan",cvap,Asian American Alone,district,CVAP,34460,0.43,YES,34460,0.43
"Congressional District 14 (116th Congress), Michigan",cvap,NHPI Alone,district,CVAP,260,0.808,NO,,
"Congressional District 1 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,18740,0.429,YES,18740,0.429
"Congressional District 1 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,350,0.414,NO,,
"Congressional District 2 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,33120,0.557,YES,33120,0.557
"Congressional District 2 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,210,0.905,NO,,
"Congressional District 3 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,52305,0.492,YES,52305,0.492
"Congressional District 3 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,405,0.691,YES,405,0.691
"Congressional District 4 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,87870,0.469,YES,87870,0.469
"Congressional District 4 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,190,0.605,NO,,
"Congressional District 5 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,43590,0.516,YES,43590,0.516
"Congressional District 5 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,155,0.935,NO,,
"Congressional District 6 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,16720,0.578,YES,16720,0.578
"Congressional District 6 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,85,0.824,NO,,
"Congressional District 7 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,5940,0.435,YES,5940,0.435
"Congressional District 7 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,340,0.309,YES,340,0.309
"Congressional District 8 (116th Congress), Minnesota",cvap,Asian American Alone,district,CVAP,5050,0.554,YES,5050,0.554
"Congressional District 8 (116th Congress), Minnesota",cvap,NHPI Alone,district,CVAP,210,0.786,YES,210,0.786
"Congressional District 1 (116th Congress), Mississippi",cvap,Asian American Alone,district,CVAP,5245,0.462,YES,5245,0.462
"Congressional District 1 (116th Congress), Mississippi",cvap,NHPI Alone,district,CVAP,220,0.659,NO,,
"Congressional District 2 (116th Congress), Mississippi",cvap,Asian American Alone,district,CVAP,3350,0.515,YES,3350,0.515
"Congressional District 2 (116th Congress), Mississippi",cvap,NHPI Alone,district,CVAP,85,1,NO,,
"Congressional District 3 (116th Congress), Mississippi",cvap,Asian American Alone,district,CVAP,8220,0.44,YES,8220,0.44
"Congressional District 3 (116th Congress), Mississippi",cvap,NHPI Alone,district,CVAP,130,1,NO,,
"Congressional District 4 (116th Congress), Mississippi",cvap,Asian American Alone,district,CVAP,11540,0.545,YES,11540,0.545
"Congressional District 4 (116th Congress), Mississippi",cvap,NHPI Alone,district,CVAP,220,0.75,NO,,
"Congressional District 1 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,22645,0.417,YES,22645,0.417
"Congressional District 1 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,260,0.577,NO,,
"Congressional District 2 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,35790,0.473,YES,35790,0.473
"Congressional District 2 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,155,0.806,YES,155,0.806
"Congressional District 3 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,7835,0.459,YES,7835,0.459
"Congressional District 3 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,340,0.368,NO,,
"Congressional District 4 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,12415,0.446,YES,12415,0.446
"Congressional District 4 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,665,0.526,YES,665,0.526
"Congressional District 5 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,13920,0.505,YES,13920,0.505
"Congressional District 5 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,2470,0.528,YES,2470,0.528
"Congressional District 6 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,9655,0.476,YES,9655,0.476
"Congressional District 6 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,665,0.541,YES,665,0.541
"Congressional District 7 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,9665,0.488,YES,9665,0.488
"Congressional District 7 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,1375,0.382,YES,1375,0.382
"Congressional District 8 (116th Congress), Missouri",cvap,Asian American Alone,district,CVAP,5070,0.325,YES,5070,0.325
"Congressional District 8 (116th Congress), Missouri",cvap,NHPI Alone,district,CVAP,125,0.64,NO,,
"Congressional District (at Large) (116th Congress), Montana",cvap,Asian American Alone,district,CVAP,7915,0.553,YES,7915,0.553
"Congressional District (at Large) (116th Congress), Montana",cvap,NHPI Alone,district,CVAP,710,0.683,YES,710,0.683
"Congressional District 1 (116th Congress), Nebraska",cvap,Asian American Alone,district,CVAP,17080,0.441,YES,17080,0.441
"Congressional District 1 (116th Congress), Nebraska",cvap,NHPI Alone,district,CVAP,515,0.816,YES,515,0.816
"Congressional District 2 (116th Congress), Nebraska",cvap,Asian American Alone,district,CVAP,22435,0.32,YES,22435,0.32
"Congressional District 2 (116th Congress), Nebraska",cvap,NHPI Alone,district,CVAP,285,0.877,YES,285,0.877
"Congressional District 3 (116th Congress), Nebraska",cvap,Asian American Alone,district,CVAP,4590,0.476,YES,4590,0.476
"Congressional District 3 (116th Congress), Nebraska",cvap,NHPI Alone,district,CVAP,290,0.793,NO,,
"Congressional District 1 (116th Congress), Nevada",cvap,Asian American Alone,district,CVAP,56780,0.609,YES,56780,0.609
"Congressional District 1 (116th Congress), Nevada",cvap,NHPI Alone,district,CVAP,4975,0.679,YES,4975,0.679
"Congressional District 2 (116th Congress), Nevada",cvap,Asian American Alone,district,CVAP,27620,0.629,YES,27620,0.629
"Congressional District 2 (116th Congress), Nevada",cvap,NHPI Alone,district,CVAP,3080,0.701,YES,3080,0.701
"Congressional District 3 (116th Congress), Nevada",cvap,Asian American Alone,district,CVAP,107245,0.632,YES,107245,0.632
"Congressional District 3 (116th Congress), Nevada",cvap,NHPI Alone,district,CVAP,5385,0.717,YES,5385,0.717
"Congressional District 4 (116th Congress), Nevada",cvap,Asian American Alone,district,CVAP,40255,0.702,YES,40255,0.702
"Congressional District 4 (116th Congress), Nevada",cvap,NHPI Alone,district,CVAP,4525,0.758,YES,4525,0.758
"Congressional District 1 (116th Congress), New Hampshire",cvap,Asian American Alone,district,CVAP,17520,0.423,YES,17520,0.423
"Congressional District 1 (116th Congress), New Hampshire",cvap,NHPI Alone,district,CVAP,105,0.762,NO,,
"Congressional District 2 (116th Congress), New Hampshire",cvap,Asian American Alone,district,CVAP,18890,0.442,YES,18890,0.442
"Congressional District 2 (116th Congress), New Hampshire",cvap,NHPI Alone,district,CVAP,165,0.909,YES,165,0.909
"Congressional District 1 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,37870,0.578,YES,37870,0.578
"Congressional District 1 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,210,0.571,NO,,
"Congressional District 2 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,28065,0.573,YES,28065,0.573
"Congressional District 2 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,120,0.833,YES,120,0.833
"Congressional District 3 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,26960,0.578,YES,26960,0.578
"Congressional District 3 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,285,0.474,NO,,
"Congressional District 4 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,31840,0.608,YES,31840,0.608
"Congressional District 4 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,230,0.63,NO,,
"Congressional District 5 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,77605,0.544,YES,77605,0.544
"Congressional District 5 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,160,1,NO,,
"Congressional District 6 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,139605,0.488,YES,139605,0.488
"Congressional District 6 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,225,0.867,YES,225,0.867
"Congressional District 7 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,75445,0.526,YES,75445,0.526
"Congressional District 7 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,45,0.778,NO,,
"Congressional District 8 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,67925,0.402,YES,67925,0.402
"Congressional District 8 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,465,0.29,NO,,
"Congressional District 9 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,98645,0.51,YES,98645,0.51
"Congressional District 9 (116th Congress), New Jersey",cvap,NHPI Alone,district,CVAP,190,0.763,YES,190,0.763
"Congressional District 10 (116th Congress), New Jersey",cvap,Asian American Alone,district,CVAP,54965,0.507,YES,54965,0.507
