NAME,topic,group,geography,label,estimate,pct,reliable,estimate_reliable,pct_reliable
"Cumberland County, Illinois",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"DeKalb County, Illinois",cvap,Asian American Alone,county,CVAP,2565,0.374,YES,2565,0.374
"DeKalb County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"De Witt County, Illinois",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"De Witt County, Illinois",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Douglas County, Illinois",cvap,Asian American Alone,county,CVAP,145,0.655,YES,145,0.655
"Douglas County, Illinois",cvap,NHPI Alone,county,CVAP,20,0.5,NO,,
"DuPage County, Illinois",cvap,Asian American Alone,county,CVAP,110155,0.551,YES,110155,0.551
"DuPage County, Illinois",cvap,NHPI Alone,county,CVAP,260,0.75,YES,260,0.75
"Edgar County, Illinois",cvap,Asian American Alone,county,CVAP,180,0.417,YES,180,0.417
"Edgar County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Edwards County, Illinois",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Edwards County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Effingham County, Illinois",cvap,Asian American Alone,county,CVAP,210,0.019,NO,,
"Effingham County, Illinois",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Fayette County, Illinois",cvap,Asian American Alone,county,CVAP,105,0.619,YES,105,0.619
"Fayette County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ford County, Illinois",cvap,Asian American Alone,county,CVAP,65,0.923,NO,,
"Ford County, Illinois",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Franklin County, Illinois",cvap,Asian American Alone,county,CVAP,185,0.595,NO,,
"Franklin County, Illinois",cvap,NHPI Alone,county,CVAP,25,1,NO,,
"Fulton County, Illinois",cvap,Asian American Alone,county,CVAP,50,0.7,NO,,
"Fulton County, Illinois",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Gallatin County, Illinois",cvap,Asian American Alone,county,CVAP,20,1,NO,,
"Gallatin County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Greene County, Illinois",cvap,Asian American Alone,county,CVAP,25,0.6,NO,,
"Greene County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Grundy County, Illinois",cvap,Asian American Alone,county,CVAP,400,0.5,YES,400,0.5
"Grundy County, Illinois",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Hamilton County, Illinois",cvap,Asian American Alone,county,CVAP,50,0.5,NO,,
"Hamilton County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hancock County, Illinois",cvap,Asian American Alone,county,CVAP,70,0.643,NO,,
"Hancock County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hardin County, Illinois",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Hardin County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Henderson County, Illinois",cvap,Asian American Alone,county,CVAP,50,0.4,NO,,
"Henderson County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Henry County, Illinois",cvap,Asian American Alone,county,CVAP,280,0.554,YES,280,0.554
"Henry County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Iroquois County, Illinois",cvap,Asian American Alone,county,CVAP,140,0.357,YES,140,0.357
"Iroquois County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jackson County, Illinois",cvap,Asian American Alone,county,CVAP,2020,0.366,YES,2020,0.366
"Jackson County, Illinois",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Jasper County, Illinois",cvap,Asian American Alone,county,CVAP,4,1,NO,,
"Jasper County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jefferson County, Illinois",cvap,Asian American Alone,county,CVAP,450,0.533,YES,450,0.533
"Jefferson County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jersey County, Illinois",cvap,Asian American Alone,county,CVAP,45,0.889,NO,,
"Jersey County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jo Daviess County, Illinois",cvap,Asian American Alone,county,CVAP,95,0.789,YES,95,0.789
"Jo Daviess County, Illinois",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Johnson County, Illinois",cvap,Asian American Alone,county,CVAP,40,0.75,YES,40,0.75
"Johnson County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Kane County, Illinois",cvap,Asian American Alone,county,CVAP,21195,0.577,YES,21195,0.577
"Kane County, Illinois",cvap,NHPI Alone,county,CVAP,155,0.29,NO,,
"Kankakee County, Illinois",cvap,Asian American Alone,county,CVAP,1120,0.621,YES,1120,0.621
"Kankakee County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Kendall County, Illinois",cvap,Asian American Alone,county,CVAP,4130,0.479,YES,4130,0.479
"Kendall County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Knox County, Illinois",cvap,Asian American Alone,county,CVAP,510,0.431,YES,510,0.431
"Knox County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lake County, Illinois",cvap,Asian American Alone,county,CVAP,53145,0.491,YES,53145,0.491
"Lake County, Illinois",cvap,NHPI Alone,county,CVAP,310,0.79,YES,310,0.79
"LaSalle County, Illinois",cvap,Asian American Alone,county,CVAP,860,0.453,YES,860,0.453
"LaSalle County, Illinois",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Lawrence County, Illinois",cvap,Asian American Alone,county,CVAP,45,0.222,NO,,
"Lawrence County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Lee County, Illinois",cvap,Asian American Alone,county,CVAP,210,0.69,YES,210,0.69
"Lee County, Illinois",cvap,NHPI Alone,county,CVAP,60,1,NO,,
"Livingston County, Illinois",cvap,Asian American Alone,county,CVAP,280,0.714,YES,280,0.714
"Livingston County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Logan County, Illinois",cvap,Asian American Alone,county,CVAP,220,0.545,YES,220,0.545
"Logan County, Illinois",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"McDonough County, Illinois",cvap,Asian American Alone,county,CVAP,690,0.428,YES,690,0.428
"McDonough County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"McHenry County, Illinois",cvap,Asian American Alone,county,CVAP,8330,0.597,YES,8330,0.597
"McHenry County, Illinois",cvap,NHPI Alone,county,CVAP,25,0.6,NO,,
"McLean County, Illinois",cvap,Asian American Alone,county,CVAP,9215,0.341,YES,9215,0.341
"McLean County, Illinois",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"Macon County, Illinois",cvap,Asian American Alone,county,CVAP,1160,0.474,YES,1160,0.474
"Macon County, Illinois",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Macoupin County, Illinois",cvap,Asian American Alone,county,CVAP,215,0.395,YES,215,0.395
"Macoupin County, Illinois",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Madison County, Illinois",cvap,Asian American Alone,county,CVAP,2600,0.554,YES,2600,0.554
"Madison County, Illinois",cvap,NHPI Alone,county,CVAP,55,0.727,NO,,
"Marion County, Illinois",cvap,Asian American Alone,county,CVAP,310,0.677,YES,310,0.677
"Marion County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Marshall County, Illinois",cvap,Asian American Alone,county,CVAP,35,0.857,NO,,
"Marshall County, Illinois",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Mason County, Illinois",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Mason County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Massac County, Illinois",cvap,Asian American Alone,county,CVAP,20,0.75,NO,,
"Massac County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Menard County, Illinois",cvap,Asian American Alone,county,CVAP,65,0.846,NO,,
"Menard County, Illinois",cvap,NHPI Alone,county,CVAP,40,1,NO,,
"Mercer County, Illinois",cvap,Asian American Alone,county,CVAP,55,0.545,YES,55,0.545
"Mercer County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Monroe County, Illinois",cvap,Asian American Alone,county,CVAP,365,0.397,NO,,
"Monroe County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Montgomery County, Illinois",cvap,Asian American Alone,county,CVAP,45,0.556,NO,,
"Montgomery County, Illinois",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Morgan County, Illinois",cvap,Asian American Alone,county,CVAP,250,0.46,YES,250,0.46
"Morgan County, Illinois",cvap,NHPI Alone,county,CVAP,4,0,NO,,
"Moultrie County, Illinois",cvap,Asian American Alone,county,CVAP,35,0.571,NO,,
"Moultrie County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ogle County, Illinois",cvap,Asian American Alone,county,CVAP,290,0.31,YES,290,0.31
"Ogle County, Illinois",cvap,NHPI Alone,county,CVAP,15,0.267,NO,,
"Peoria County, Illinois",cvap,Asian American Alone,county,CVAP,7375,0.329,YES,7375,0.329
"Peoria County, Illinois",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Perry County, Illinois",cvap,Asian American Alone,county,CVAP,130,0.538,NO,,
"Perry County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Piatt County, Illinois",cvap,Asian American Alone,county,CVAP,75,0.133,NO,,
"Piatt County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pike County, Illinois",cvap,Asian American Alone,county,CVAP,40,1,YES,40,1
"Pike County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pope County, Illinois",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Pope County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pulaski County, Illinois",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Pulaski County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Putnam County, Illinois",cvap,Asian American Alone,county,CVAP,30,0.667,NO,,
"Putnam County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Randolph County, Illinois",cvap,Asian American Alone,county,CVAP,130,0.5,YES,130,0.5
"Randolph County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Richland County, Illinois",cvap,Asian American Alone,county,CVAP,160,0.375,NO,,
"Richland County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Rock Island County, Illinois",cvap,Asian American Alone,county,CVAP,3700,0.273,YES,3700,0.273
"Rock Island County, Illinois",cvap,NHPI Alone,county,CVAP,65,0.615,NO,,
"St. Clair County, Illinois",cvap,Asian American Alone,county,CVAP,3720,0.56,YES,3720,0.56
"St. Clair County, Illinois",cvap,NHPI Alone,county,CVAP,55,1,NO,,
"Saline County, Illinois",cvap,Asian American Alone,county,CVAP,185,0.514,YES,185,0.514
"Saline County, Illinois",cvap,NHPI Alone,county,CVAP,45,1,NO,,
"Sangamon County, Illinois",cvap,Asian American Alone,county,CVAP,3810,0.432,YES,3810,0.432
"Sangamon County, Illinois",cvap,NHPI Alone,county,CVAP,85,0.765,YES,85,0.765
"Schuyler County, Illinois",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Schuyler County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Scott County, Illinois",cvap,Asian American Alone,county,CVAP,20,0.5,NO,,
"Scott County, Illinois",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Shelby County, Illinois",cvap,Asian American Alone,county,CVAP,25,0.6,NO,,
"Shelby County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Stark County, Illinois",cvap,Asian American Alone,county,CVAP,60,0.25,NO,,
"Stark County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Stephenson County, Illinois",cvap,Asian American Alone,county,CVAP,365,0.466,YES,365,0.466
"Stephenson County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Tazewell County, Illinois",cvap,Asian American Alone,county,CVAP,1335,0.401,YES,1335,0.401
"Tazewell County, Illinois",cvap,NHPI Alone,county,CVAP,20,0.5,NO,,
"Union County, Illinois",cvap,Asian American Alone,county,CVAP,60,0.75,NO,,
"Union County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Vermilion County, Illinois",cvap,Asian American Alone,county,CVAP,745,0.497,YES,745,0.497
"Vermilion County, Illinois",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Wabash County, Illinois",cvap,Asian American Alone,county,CVAP,150,0.233,NO,,
"Wabash County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Warren County, Illinois",cvap,Asian American Alone,county,CVAP,450,0.189,NO,,
"Warren County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Washington County, Illinois",cvap,Asian American Alone,county,CVAP,35,1,NO,,
"Washington County, Illinois",cvap,NHPI Alone,county,CVAP,10,0.4,NO,,
"Wayne County, Illinois",cvap,Asian American Alone,county,CVAP,45,0.444,NO,,
"Wayne County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"White County, Illinois",cvap,Asian American Alone,county,CVAP,50,0.2,NO,,
"White County, Illinois",cvap,NHPI Alone,county,CVAP,4,0,NO,,
"Whiteside County, Illinois",cvap,Asian American Alone,county,CVAP,270,0.333,NO,,
"Whiteside County, Illinois",cvap,NHPI Alone,county,CVAP,45,0.333,NO,,
"Will County, Illinois",cvap,Asian American Alone,county,CVAP,36675,0.56,YES,36675,0.56
"Will County, Illinois",cvap,NHPI Alone,county,CVAP,140,0.75,YES,140,0.75
"Williamson County, Illinois",cvap,Asian American Alone,county,CVAP,745,0.356,YES,745,0.356
"Williamson County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Winnebago County, Illinois",cvap,Asian American Alone,county,CVAP,7345,0.519,YES,7345,0.519
"Winnebago County, Illinois",cvap,NHPI Alone,county,CVAP,50,0.3,NO,,
"Woodford County, Illinois",cvap,Asian American Alone,county,CVAP,205,0.805,YES,205,0.805
"Woodford County, Illinois",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Adams County, Indiana",cvap,Asian American Alone,county,CVAP,135,0.519,YES,135,0.519
"Adams County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Allen County, Indiana",cvap,Asian American Alone,county,CVAP,13970,0.385,YES,13970,0.385
"Allen County, Indiana",cvap,NHPI Alone,county,CVAP,150,0.567,YES,150,0.567
"Bartholomew County, Indiana",cvap,Asian American Alone,county,CVAP,5830,0.117,YES,5830,0.117
"Bartholomew County, Indiana",cvap,NHPI Alone,county,CVAP,40,0.25,NO,,
"Benton County, Indiana",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Benton County, Indiana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Blackford County, Indiana",cvap,Asian American Alone,county,CVAP,50,0,NO,,
"Blackford County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Boone County, Indiana",cvap,Asian American Alone,county,CVAP,1760,0.338,YES,1760,0.338
"Boone County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Brown County, Indiana",cvap,Asian American Alone,county,CVAP,75,1,NO,,
"Brown County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Carroll County, Indiana",cvap,Asian American Alone,county,CVAP,30,1,NO,,
"Carroll County, Indiana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Cass County, Indiana",cvap,Asian American Alone,county,CVAP,645,0.442,NO,,
"Cass County, Indiana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Clark County, Indiana",cvap,Asian American Alone,county,CVAP,915,0.634,YES,915,0.634
"Clark County, Indiana",cvap,NHPI Alone,county,CVAP,25,1,NO,,
"Clay County, Indiana",cvap,Asian American Alone,county,CVAP,65,0.692,NO,,
"Clay County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Clinton County, Indiana",cvap,Asian American Alone,county,CVAP,100,0.75,NO,,
"Clinton County, Indiana",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Crawford County, Indiana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Crawford County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Daviess County, Indiana",cvap,Asian American Alone,county,CVAP,45,0,NO,,
"Daviess County, Indiana",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Dearborn County, Indiana",cvap,Asian American Alone,county,CVAP,265,0.604,NO,,
"Dearborn County, Indiana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Decatur County, Indiana",cvap,Asian American Alone,county,CVAP,360,0.458,NO,,
"Decatur County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"DeKalb County, Indiana",cvap,Asian American Alone,county,CVAP,140,0.643,YES,140,0.643
"DeKalb County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Delaware County, Indiana",cvap,Asian American Alone,county,CVAP,1730,0.315,YES,1730,0.315
"Delaware County, Indiana",cvap,NHPI Alone,county,CVAP,80,1,YES,80,1
"Dubois County, Indiana",cvap,Asian American Alone,county,CVAP,295,0.288,YES,295,0.288
"Dubois County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Elkhart County, Indiana",cvap,Asian American Alone,county,CVAP,2155,0.51,YES,2155,0.51
"Elkhart County, Indiana",cvap,NHPI Alone,county,CVAP,85,0.706,NO,,
"Fayette County, Indiana",cvap,Asian American Alone,county,CVAP,45,0.333,NO,,
"Fayette County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Floyd County, Indiana",cvap,Asian American Alone,county,CVAP,810,0.438,YES,810,0.438
"Floyd County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Fountain County, Indiana",cvap,Asian American Alone,county,CVAP,90,0.044,NO,,
"Fountain County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Franklin County, Indiana",cvap,Asian American Alone,county,CVAP,65,0.538,NO,,
"Franklin County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Fulton County, Indiana",cvap,Asian American Alone,county,CVAP,80,0.375,NO,,
"Fulton County, Indiana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Gibson County, Indiana",cvap,Asian American Alone,county,CVAP,135,0.704,YES,135,0.704
"Gibson County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Grant County, Indiana",cvap,Asian American Alone,county,CVAP,545,0.688,YES,545,0.688
"Grant County, Indiana",cvap,NHPI Alone,county,CVAP,30,1,NO,,
"Greene County, Indiana",cvap,Asian American Alone,county,CVAP,110,0.591,YES,110,0.591
"Greene County, Indiana",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Hamilton County, Indiana",cvap,Asian American Alone,county,CVAP,18340,0.433,YES,18340,0.433
"Hamilton County, Indiana",cvap,NHPI Alone,county,CVAP,95,1,NO,,
"Hancock County, Indiana",cvap,Asian American Alone,county,CVAP,745,0.584,YES,745,0.584
"Hancock County, Indiana",cvap,NHPI Alone,county,CVAP,20,0,NO,,
"Harrison County, Indiana",cvap,Asian American Alone,county,CVAP,175,0.714,YES,175,0.714
"Harrison County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Hendricks County, Indiana",cvap,Asian American Alone,county,CVAP,4560,0.527,YES,4560,0.527
"Hendricks County, Indiana",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Henry County, Indiana",cvap,Asian American Alone,county,CVAP,270,0.481,YES,270,0.481
"Henry County, Indiana",cvap,NHPI Alone,county,CVAP,20,0.5,NO,,
"Howard County, Indiana",cvap,Asian American Alone,county,CVAP,1070,0.355,YES,1070,0.355
"Howard County, Indiana",cvap,NHPI Alone,county,CVAP,20,1,NO,,
"Huntington County, Indiana",cvap,Asian American Alone,county,CVAP,275,0.309,NO,,
"Huntington County, Indiana",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Jackson County, Indiana",cvap,Asian American Alone,county,CVAP,880,0.33,NO,,
"Jackson County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jasper County, Indiana",cvap,Asian American Alone,county,CVAP,140,0.607,NO,,
"Jasper County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jay County, Indiana",cvap,Asian American Alone,county,CVAP,45,0.778,NO,,
"Jay County, Indiana",cvap,NHPI Alone,county,CVAP,4,0,NO,,
"Jefferson County, Indiana",cvap,Asian American Alone,county,CVAP,245,0.571,YES,245,0.571
"Jefferson County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Jennings County, Indiana",cvap,Asian American Alone,county,CVAP,55,0.182,NO,,
"Jennings County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Johnson County, Indiana",cvap,Asian American Alone,county,CVAP,4830,0.432,YES,4830,0.432
"Johnson County, Indiana",cvap,NHPI Alone,county,CVAP,10,0,NO,,
"Knox County, Indiana",cvap,Asian American Alone,county,CVAP,305,0.541,YES,305,0.541
"Knox County, Indiana",cvap,NHPI Alone,county,CVAP,45,0.333,NO,,
"Kosciusko County, Indiana",cvap,Asian American Alone,county,CVAP,935,0.369,YES,935,0.369
"Kosciusko County, Indiana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"LaGrange County, Indiana",cvap,Asian American Alone,county,CVAP,80,0.5,NO,,
"LaGrange County, Indiana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Lake County, Indiana",cvap,Asian American Alone,county,CVAP,6560,0.546,YES,6560,0.546
"Lake County, Indiana",cvap,NHPI Alone,county,CVAP,105,0.857,YES,105,0.857
"LaPorte County, Indiana",cvap,Asian American Alone,county,CVAP,610,0.467,YES,610,0.467
"LaPorte County, Indiana",cvap,NHPI Alone,county,CVAP,4,1,NO,,
"Lawrence County, Indiana",cvap,Asian American Alone,county,CVAP,205,0.61,YES,205,0.61
"Lawrence County, Indiana",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Madison County, Indiana",cvap,Asian American Alone,county,CVAP,760,0.579,YES,760,0.579
"Madison County, Indiana",cvap,NHPI Alone,county,CVAP,10,0.4,NO,,
"Marion County, Indiana",cvap,Asian American Alone,county,CVAP,29465,0.343,YES,29465,0.343
"Marion County, Indiana",cvap,NHPI Alone,county,CVAP,260,0.712,YES,260,0.712
"Marshall County, Indiana",cvap,Asian American Alone,county,CVAP,235,0.553,YES,235,0.553
"Marshall County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Martin County, Indiana",cvap,Asian American Alone,county,CVAP,15,0.667,NO,,
"Martin County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Miami County, Indiana",cvap,Asian American Alone,county,CVAP,180,0.361,NO,,
"Miami County, Indiana",cvap,NHPI Alone,county,CVAP,30,1,NO,,
"Monroe County, Indiana",cvap,Asian American Alone,county,CVAP,9555,0.314,YES,9555,0.314
"Monroe County, Indiana",cvap,NHPI Alone,county,CVAP,20,0.5,NO,,
"Montgomery County, Indiana",cvap,Asian American Alone,county,CVAP,315,0.683,YES,315,0.683
"Montgomery County, Indiana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Morgan County, Indiana",cvap,Asian American Alone,county,CVAP,505,0.366,NO,,
"Morgan County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Newton County, Indiana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Newton County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Noble County, Indiana",cvap,Asian American Alone,county,CVAP,300,0.55,YES,300,0.55
"Noble County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ohio County, Indiana",cvap,Asian American Alone,county,CVAP,25,0.8,NO,,
"Ohio County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Orange County, Indiana",cvap,Asian American Alone,county,CVAP,100,0.3,NO,,
"Orange County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Owen County, Indiana",cvap,Asian American Alone,county,CVAP,95,0.421,NO,,
"Owen County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Parke County, Indiana",cvap,Asian American Alone,county,CVAP,0,,NO,,
"Parke County, Indiana",cvap,NHPI Alone,county,CVAP,140,1,NO,,
"Perry County, Indiana",cvap,Asian American Alone,county,CVAP,95,0.158,NO,,
"Perry County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pike County, Indiana",cvap,Asian American Alone,county,CVAP,90,0,NO,,
"Pike County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Porter County, Indiana",cvap,Asian American Alone,county,CVAP,2305,0.51,YES,2305,0.51
"Porter County, Indiana",cvap,NHPI Alone,county,CVAP,120,1,NO,,
"Posey County, Indiana",cvap,Asian American Alone,county,CVAP,110,0.636,NO,,
"Posey County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Pulaski County, Indiana",cvap,Asian American Alone,county,CVAP,90,0.444,NO,,
"Pulaski County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Putnam County, Indiana",cvap,Asian American Alone,county,CVAP,705,0.298,YES,705,0.298
"Putnam County, Indiana",cvap,NHPI Alone,county,CVAP,10,1,NO,,
"Randolph County, Indiana",cvap,Asian American Alone,county,CVAP,25,0.4,NO,,
"Randolph County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Ripley County, Indiana",cvap,Asian American Alone,county,CVAP,250,0.54,YES,250,0.54
"Ripley County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Rush County, Indiana",cvap,Asian American Alone,county,CVAP,20,0,NO,,
"Rush County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"St. Joseph County, Indiana",cvap,Asian American Alone,county,CVAP,6090,0.446,YES,6090,0.446
"St. Joseph County, Indiana",cvap,NHPI Alone,county,CVAP,235,0.66,YES,235,0.66
"Scott County, Indiana",cvap,Asian American Alone,county,CVAP,130,0.192,NO,,
"Scott County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Shelby County, Indiana",cvap,Asian American Alone,county,CVAP,290,0.172,NO,,
"Shelby County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Spencer County, Indiana",cvap,Asian American Alone,county,CVAP,55,0.818,NO,,
"Spencer County, Indiana",cvap,NHPI Alone,county,CVAP,15,1,NO,,
"Starke County, Indiana",cvap,Asian American Alone,county,CVAP,160,0,NO,,
"Starke County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Steuben County, Indiana",cvap,Asian American Alone,county,CVAP,140,0.357,YES,140,0.357
"Steuben County, Indiana",cvap,NHPI Alone,county,CVAP,15,0,NO,,
"Sullivan County, Indiana",cvap,Asian American Alone,county,CVAP,105,0.81,NO,,
"Sullivan County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Switzerland County, Indiana",cvap,Asian American Alone,county,CVAP,55,0.545,NO,,
"Switzerland County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Tippecanoe County, Indiana",cvap,Asian American Alone,county,CVAP,15405,0.233,YES,15405,0.233
"Tippecanoe County, Indiana",cvap,NHPI Alone,county,CVAP,75,1,NO,,
"Tipton County, Indiana",cvap,Asian American Alone,county,CVAP,40,0.375,NO,,
"Tipton County, Indiana",cvap,NHPI Alone,county,CVAP,60,0.667,NO,,
"Union County, Indiana",cvap,Asian American Alone,county,CVAP,70,0.571,NO,,
"Union County, Indiana",cvap,NHPI Alone,county,CVAP,0,,NO,,
"Vanderburgh County, Indiana",cvap,Asian American Alone,county,CVAP,2195,0.585,YES,2195,0.585
